ORGID,Region,Wing,Unit,NextLevel,Name,Type,DateChartered,Status,Scope,UsrID,DateMod,FirstUsr,DateCreated,DateReceived,OrgNotes
177,"GLR","GLR","001",177,"GREAT LAKES REGION HQ","REGION","01/01/1900","ACTIVE","REGION","coopertd","10/27/2009","converted","10/29/1998","02/23/2004",""
178,"SER","SER","000",179,"SOUTHEAST REGION HQ SQDN","SENIOR","01/01/1900","ACTIVE","UNIT","converted","01/01/1942","converted","10/29/1998","02/23/2004",""
179,"SER","SER","001",179,"SOUTHEAST REGION HQ","REGION","01/01/1900","ACTIVE","REGION","converted","08/19/1998","converted","10/29/1998","02/23/2004","Region Headquarters do not weekly meetings, but rather work virtually and via conference calls."
180,"NCR","NCR","000",244,"N CENTRAL REGION HQ SQ","SENIOR","01/01/1900","ACTIVE","UNIT","converted","01/01/1942","converted","10/29/1998","02/23/2004",""
181,"SWR","SWR","000",1343,"SOUTHWEST REGION HQ SQDN","SENIOR","01/01/1900","ACTIVE","UNIT","converted","01/01/1942","converted","10/29/1998","02/23/2004",""
182,"NHQ","NHQ","004",1342,"AERO ED ASSOC SQ","SENIOR","01/01/1900","ACTIVE","UNIT","sparker","03/01/2010","converted","10/29/1998","02/23/2004",""
183,"NHQ","NHQ","005",2553,"O S HOLD UNIT","SENIOR","01/01/1900","ACTIVE","UNIT","sparker","03/01/2010","converted","10/29/1998","02/23/2004",""
184,"NHQ","NHQ","007",2554,"NESA SQUADRON","SENIOR","01/01/1900","ACTIVE","UNIT","sparker","08/21/2006","converted","10/29/1998","08/21/2006",""
186,"NHQ","NHQ","888",713,"AOPA MEMBERS","SENIOR","01/01/1900","ACTIVE","UNIT","sparker","03/01/2010","converted","10/29/1998","02/23/2004",""
187,"NHQ","NHQ","995",1342,"NATIONAL COMMANDERS RESERVE UNIT","SENIOR","01/01/1900","ACTIVE","UNIT","sparker","09/05/2006","converted","10/29/1998","02/23/2004",""
188,"PCR","CA","001",434,"CALIFORNIA WING HQ","WING","01/01/1900","ACTIVE","WING","tuggleld","09/07/2006","converted","10/29/1998","02/23/2004",""
194,"SWR","LA","001",1343,"LOUISIANA WING HQ","WING","01/01/1900","ACTIVE","WING","converted","10/01/1998","converted","10/29/1998","02/23/2004",""
203,"MER","NC","024",1610,"GASTONIA COMPOSITE SQDN","COMPOSITE","01/01/1900","ACTIVE","UNIT","carrjo","10/06/2005","converted","10/29/1998","02/23/2004",""
204,"NCR","ND","021",1228,"MAGIC CITY COMPOSITE SQDN","COMPOSITE","01/01/1900","ACTIVE","UNIT","jwright","11/06/2001","converted","10/29/1998","02/23/2004","Meetings are at 1830-2030 (630pm - 830pm) at American Legion Post 26. Parents please attend first meeting with your child.  Adult members meet on the 1st Thursday of each month; Cadets meet weekly."
207,"NER","NY","109",94,"FINGER LAKES GROUP","GROUP","01/01/1900","ACTIVE","GROUP","converted","01/19/1995","converted","10/29/1998","02/23/2004",""
208,"MER","NC","001",687,"NORTH CAROLINA WING HQ","WING","01/01/1900","ACTIVE","WING","crawfordde","05/31/2004","converted","10/29/1998","02/23/2004","Commanders Calls are Second Saturday of Second Month of Each Quarter.Wing Staff Meetings are Second Saturday of Each Month (superceded by months with Quarterly Commanders Call)."
209,"NER","NY","219",217,"WESTCHESTER HUDSON SENIOR SQUADRON","SENIOR","01/01/1900","ACTIVE","UNIT","jgriggs","01/05/2011","converted","10/29/1998","02/23/2004",""
211,"NER","VT","002",145,"BURLINGTON SENIOR SQDN","SENIOR","01/01/1900","ACTIVE","UNIT","hament","12/22/1998","converted","10/29/1998","02/23/2004",""
213,"SER","GA","003",1257,"ATLANTA SENIOR SQDN  1","SENIOR","01/01/1900","ACTIVE","UNIT","joneskc5","12/07/2010","converted","10/29/1998","02/23/2004",""
217,"NER","NY","118",94,"SOUTH EASTERN GROUP","GROUP","01/01/1900","ACTIVE","GROUP","RSKONEKI","09/21/1999","converted","10/29/1998","02/23/2004","1st Thursday is Commanders Call, 3rd Thursday is for Group staff and any interested parties"
218,"SER","TN","119",135,"JACKSON-MADISON COUNTY COMPOSITE SQUADRON","COMPOSITE","01/01/1900","ACTIVE","UNIT","becka2","01/15/2015","converted","10/29/1998","02/23/2004",""
219,"MER","NC","143",2431,"JOHNSTON COUNTY COMPOSITE SQDN","COMPOSITE","01/01/1900","ACTIVE","UNIT","becka2","09/11/2015","converted","10/29/1998","02/23/2004","The Johnston County Composite Squadron meets in the Blue Line Aviation, LLC facility at the Johnston Regional Airport near Smithfield, N.C. When entering the main airport entrance, Blue Line Aviation is to the right of the terminal building."
221,"GLR","OH","156",894,"WARREN COUNTY CADET SQDN","CADET","01/01/1900","ACTIVE","UNIT","jgriggs","03/23/2007","converted","10/29/1998","02/23/2004","Unit meets weekly at Mason Fire Station 51 except on every fourth Thursday of the month. On the fourth Thursday of each month, we meet at the Warren County AirportJohn Lane Field."
222,"RMR","MT","031",394,"BUTTE FLIGHT","FLIGHT","01/01/1900","ACTIVE","UNIT","becka2","01/09/2014","converted","10/29/1998","02/23/2004","Tuesdays: 1. BDU AE, 2. PT, 3. BDU ES, 4. Blue Safety/Moral Leadership"
223,"GLR","MI","001",177,"MICHIGAN WING HQ","WING","01/01/1900","ACTIVE","WING","schneidergn","10/19/2012","converted","10/29/1998","02/23/2004","We do not meet on a regular basis."
226,"RMR","RMR","001",226,"ROCKY MOUNTAIN REGION HQ","REGION","01/01/1900","ACTIVE","REGION","ddaniel","09/08/1999","converted","10/29/1998","02/23/2004","changed the contact info to current region commander and region DO.RMBupdated RMR Website address...RSH"
229,"MER","VA","001",687,"VIRGINIA WING HQ","WING","01/01/1900","ACTIVE","WING","converted","04/02/1998","converted","10/29/1998","02/23/2004","Office Adminstrator is Tom Burns"
231,"NER","NJ","003",1119,"RARITAN VALLEY COMPOSITE SQDN","COMPOSITE","01/01/1900","ACTIVE","UNIT","jonesgd","01/08/2001","converted","10/29/1998","02/23/2004",""
233,"NER","PA","060",739,"CAPITAL CITY COMPOSITE SQDN 302","COMPOSITE","01/01/1900","ACTIVE","UNIT","jonesgd","01/08/2001","converted","10/29/1998","02/23/2004",""
236,"PCR","WA","070",2666,"MOUNT SAINT HELENS COMPOSITE SQDN","COMPOSITE","01/01/1900","ACTIVE","UNIT","lantzrn","09/19/2014","converted","10/29/1998","02/23/2004",""
241,"NER","NY","283",666,"CHEMUNG/SCHUYLER CADET SQUADRON","CADET","01/01/1900","ACTIVE","UNIT","jgriggs","06/25/2010","converted","10/29/1998","02/23/2004",""
242,"MER","WV","093",1173,"MERCER COUNTY COMPOSITE SQDN","COMPOSITE","01/01/1900","ACTIVE","UNIT","neesemk","04/23/2015","converted","10/29/1998","02/23/2004",""
244,"NCR","NCR","001",244,"NORTH CENTRAL REGION HQ","REGION","01/01/1900","ACTIVE","REGION","converted","08/19/1998","converted","10/29/1998","02/23/2004","Please send ALL mail to:  Attn. Col. Sean P. Fagan"
245,"PCR","AK","071",626,"EIELSON 71ST COMPOSITE SQDN","COMPOSITE","01/01/1900","ACTIVE","UNIT","joneskc5","06/19/2013","converted","10/29/1998","02/23/2004","1993 Squadron of Merit2011-12 Aerospace Excellance (AEX) Award2012 Cadet Quality Unit Award2012-13 Aerospace Excellance (AEX) Award 2013 Cadet Quality Unit Award2013 Alaska Wing Squadron of the Year"
246,"GLR","KY","050",2726,"BOONE COUNTY CADET SQDN","CADET","01/01/1900","ACTIVE","UNIT","neesemk","05/04/2016","converted","10/29/1998","02/23/2004",""
247,"GLR","OH","288",894,"PATHFINDER COMPOSITE SQUADRON","COMPOSITE","01/01/1900","ACTIVE","UNIT","wrightjm2","04/02/2013","converted","10/29/1998","02/23/2004","Use 1st side door entrance on left from parking lot next to the garage door. Enter and proceed to stairs on right at the top go right down to the classroom entrance."
248,"GLR","WI","048",2242,"WAUKESHA COMPOSITE SQDN","COMPOSITE","01/01/1900","ACTIVE","UNIT","lauzerjm","01/09/2006","converted","10/29/1998","02/23/2004",""
250,"PCR","CA","394",1662,"TULARE-KINGS COMPOSITE SQDN 394","COMPOSITE","01/01/1900","ACTIVE","UNIT","bowmanh","04/22/2013","converted","10/29/1998","02/23/2004","For cadet membership information please contact Captain Johnny Castro @ jccobra007@yahoo.comand for senior membership information please contact Maj Catherine Collom @ collom.c@sq394.cawgcap.org"
251,"PCR","CA","423",1303,"CORONA CADET SQ 29","CADET","01/01/1900","ACTIVE","UNIT","jonesgd","01/05/2001","converted","10/29/1998","02/23/2004","Enter via 4th Street Gate west of Hamner Ave.  At the STOP sign, as you face the lake, our  building is on your right. Turn right and park in the first or second parking areas."
254,"PCR","WA","003",2664,"SPOKANE COMPOSITE SQDN","COMPOSITE","01/01/1900","ACTIVE","UNIT","lantzrn","09/19/2014","converted","10/29/1998","02/23/2004",""
255,"NER","NY","238",217,"COL JOHNNIE PANTANELLI COMPOSITE SQUADRON","COMPOSITE","01/01/1900","ACTIVE","UNIT","jgriggs","12/15/2011","converted","10/29/1998","02/23/2004","MEETS WED NIGHTS AT Katonah Memorial House 1900-2130 hrs."
256,"NER","PA","002",1027,"GROUP 1","GROUP","01/01/1900","ACTIVE","GROUP","jwright","06/19/2001","converted","10/29/1998","02/23/2004",""
257,"NER","NJ","093",91,"PICATINNY COMPOSITE SQDN","COMPOSITE","01/01/1900","ACTIVE","UNIT","jonesgd","01/08/2001","converted","10/29/1998","02/23/2004","US ARMY RDECOM-ARDEC HOMELAND DEFENSE TECHNOLOGY CENTER "
258,"NCR","MN","021",927,"ANOKA COUNTY COMPOSITE SQDN","COMPOSITE","01/01/1900","ACTIVE","UNIT","wilbergca","04/01/2007","converted","10/29/1998","02/23/2004",""
259,"SWR","LA","010",194,"CAPITOL CITY COMPOSITE SQUADRON","COMPOSITE","01/01/1900","ACTIVE","UNIT","wolfjj","04/29/2008","converted","10/29/1998","02/23/2004",""
260,"NCR","NE","089",83,"99TH PURSUIT COMPOSITE SQDN","COMPOSITE","01/01/1900","ACTIVE","UNIT","RSKONEKI","11/29/1999","converted","10/29/1998","02/23/2004",""
261,"SWR","TX","352",2098,"COL JOE W KITTINGER PHANTOM SENIOR SQ","SENIOR","01/01/1900","ACTIVE","UNIT","greenjl5","06/02/2011","converted","10/29/1998","02/23/2004","MEETINGS 1ST AND 3RD TUES OF EACH MONTH"
263,"SWR","AR","099",1042,"99TH COMPOSITE SQUADRON (DELTA)","COMPOSITE","01/01/1900","ACTIVE","UNIT","jwright","12/18/2001","converted","10/29/1998","02/23/2004","The unit meets at the West Memphis Boys Club, West Memphis, AR from 630pm to 830pm. If the Monday falls on a federal holiday or school is out the unit will not meet. If there is inclement weather, i.e., road icing, the unit will cancel meeting. If unsure you can call the primary number. "
265,"NER","NER","001",265,"NORTHEAST REGION HQ","REGION","01/01/1900","ACTIVE","REGION","RSKONEKI","09/07/1999","converted","10/29/1998","02/23/2004","Staff meetings will be supplemented by teleconference as needed."
268,"PCR","WA","004",2664,"PANGBORN COMPOSITE SQUADRON","COMPOSITE","01/01/1900","ACTIVE","UNIT","becka2","05/26/2015","converted","10/29/1998","02/23/2004",""
269,"PCR","WA","005",2667,"TWIN W COMPOSITE SQDN","COMPOSITE","01/01/1900","ACTIVE","UNIT","lantzrn","09/19/2014","converted","10/29/1998","02/23/2004",""
270,"NER","NY","253",207,"BATAVIA COMPOSITE SQUADRON","COMPOSITE","01/01/1900","ACTIVE","UNIT","jgriggs","05/13/2009","converted","10/29/1998","02/23/2004",""
271,"SWR","OK","086",2695,"GORDON COOPER COMPOSITE SQUADRON","COMPOSITE","11/15/2011","ACTIVE","UNIT","rossdm","06/05/2015","converted","10/29/1998","11/15/2011","Visitors are welcome! Our squadron meets in Room I-10 at Gordon Cooper Tech Center (Main Campus) each Tuesday of the month. Refer to Gordon Cooper Composite Squadron Face Book page for our monthly activity calendar. "
272,"PCR","CA","285",642,"BEACH CITIES CADET SQDN 107","CADET","01/01/1900","ACTIVE","UNIT","jonesgd","01/05/2001","converted","10/29/1998","02/23/2004",""
274,"GLR","IL","042",1082,"LAKE COUNTY COMPOSITE SQDN","COMPOSITE","01/01/1900","ACTIVE","UNIT","jgriggs","08/25/2006","converted","10/29/1998","02/23/2004","We encourage visitors. However due to the increased security on base we request that arrangements be made in advance before your visit. Please contact us at the email or number above to arrange a visit"
301,"SER","FL","182",418,"PINELLAS SENIOR SQDN","SENIOR","01/01/1900","ACTIVE","UNIT","levitchja","03/11/2009","converted","10/29/1998","11/28/2007","The Pinellas Senior Squadron is an adult CAP unit with a primary emphasis on flight operations.Unit meets every Wednesday at 700 PM a the squadron building at Albert Whitted Airport."
314,"SWR","OK","001",1343,"OKLAHOMA WING HQ","WING","01/01/1900","ACTIVE","WING","joneskc5","03/27/2012","converted","10/29/1998","02/23/2004",""
317,"NCR","MN","063",575,"GROUP 4","GROUP","01/01/1900","ACTIVE","GROUP","hament","12/23/1998","converted","10/29/1998","02/23/2004","Group IV meets during the Mankato Squadron Meeting at Riverbend Academy School"
318,"NER","VT","006",145,"GREEN MOUNTAIN COMPOSITE SQDN","COMPOSITE","01/01/1900","ACTIVE","UNIT","hament","12/22/1998","converted","10/29/1998","02/23/2004",""
319,"SWR","TX","409",2241,"MARAUDER COMPOSITE SQDN","COMPOSITE","01/01/1900","ACTIVE","UNIT","thomasbr3","01/07/2006","converted","10/29/1998","02/23/2004",""
320,"SER","FL","267",979,"TI-CO COMPOSITE SQDN","COMPOSITE","01/01/1900","ACTIVE","UNIT","ferrisdj","04/17/2012","converted","10/29/1998","02/23/2004","Please call before visiting, we may not have meeting at advertised location on every meeting night. "
321,"NCR","NE","010",83,"FREMONT CADET SQDN","CADET","01/01/1900","ACTIVE","UNIT","ddaniel","09/08/1999","converted","10/29/1998","02/23/2004",""
322,"GLR","MI","075",1985,"LT COL KEEHN COMPOSITE SQDN ","COMPOSITE","01/01/1900","ACTIVE","UNIT","schneidergn","10/19/2012","converted","10/29/1998","02/23/2004","Strong Cadet Program and Strong Emergency Services Program - Unit phone, During Meetings only, or if door locked,(810) 257-3573.  DO NOT SEND MAIL TO 1101 BEACH ST ADDRESS, FLINT, MI. SEND MAIL TO 2659 Reynolds Circle, Columbiaville, Mi 48421"
323,"PCR","OR","042",930,"SALEM COMPOSITE SQDN","COMPOSITE","01/01/1900","ACTIVE","UNIT","joneskc5","11/01/2010","converted","10/29/1998","02/23/2004",""
324,"MER","VA","117",1670,"LEESBURG COMPOSITE SQDN","COMPOSITE","01/01/1900","ACTIVE","UNIT","jonesgd","01/08/2001","converted","10/29/1998","02/23/2004","leesburg.vawg.cap.gov"
326,"NER","MA","070",1475,"ESSEX COUNTY COMPOSITE SQDN","COMPOSITE","01/01/1900","ACTIVE","UNIT","jwright","09/06/2001","converted","10/29/1998","02/23/2004",""
329,"GLR","OH","279",894,"CLERMONT COUNTY COMPOSITE SQUADRON","COMPOSITE","01/01/1900","ACTIVE","UNIT","jgriggs","08/25/2011","converted","10/29/1998","02/23/2004",""
334,"SER","AL","113",97,"AUBURN COMPOSITE SQDN","COMPOSITE","01/01/1900","ACTIVE","UNIT","jgriggs","12/01/2005","converted","10/29/1998","02/23/2004","Please call us to arrange your first meeting.  We meet in the new terminal building of the airport."
335,"GLR","IN","084",2267,"LAFAYETTE COMPOSITE SQDN","COMPOSITE","01/01/1900","ACTIVE","UNIT","griffithrl","07/30/2007","converted","10/29/1998","02/23/2004",""
336,"NCR","MO","009",552,"SEDALIA CADET SQDN","CADET","01/01/1900","ACTIVE","UNIT","jonesgd","01/05/2001","converted","10/29/1998","02/23/2004","The CAP Building is located on 3315 E. Broadway Blvd,  cross street Air Center Circle. The best place to park is on the paved part of Air Center Circle adjacent to the CAP Building.  Please contact Group (Area) Commander for Sedalia if you need further assistance (information, complaints, or grievances) grp3cc@mowg.cap.gov. Thank You."
337,"MER","VA","023",1323,"DANVILLE COMPOSITE SQDN","COMPOSITE","01/01/1900","ACTIVE","UNIT","jonesgd","01/05/2001","converted","10/29/1998","02/23/2004","Cadets meet weekly on Thursday.  Seniors meet on ES night, the 3rd Thursday of each month, with optional meetings each Thursday. CAP sponsors a pilot briefing for all area pilots on the 1st Thursday of each month. All meeting times are 1830-2100. "
341,"MER","DE","020",27,"NORTH CHESAPEAKE CADET SQUADRON","CADET","01/01/1900","ACTIVE","UNIT","becka2","12/30/2013","converted","10/29/1998","02/23/2004",""
343,"SER","FL","023",1388,"NAPLES SENIOR SQDN","SENIOR","01/01/1900","ACTIVE","UNIT","jonesgd","01/05/2001","converted","10/29/1998","02/23/2004","Every other Tuesday evening is a training session rather than a regular meeting.  They will start at 7pm.  For exact dates please contact Judy at 239-293-8300"
345,"MER","SC","014",124,"GREENVILLE COMPOSITE SQDN","COMPOSITE","01/01/1900","ACTIVE","UNIT","smithfh2","03/21/2013","converted","10/29/1998","02/23/2004","The Squadron does NOT meet on Memorial Day or Labor day. "
347,"GLR","OH","197",895,"DAYTON AERO CADET SQDN 706","CADET","01/01/1900","ACTIVE","UNIT","grahammj","08/02/2001","converted","10/29/1998","02/23/2004","Squadron Web Page: http://squadron706.com"
348,"SER","TN","176",1149,"RHEA COUNTY COMPOSITE SQDN","COMPOSITE","01/01/1900","ACTIVE","UNIT","jonesgd","01/05/2001","converted","10/29/1998","02/23/2004","Breakfast each 4th Saturday 8:00am - 11:00am"
350,"SWR","TX","087",2536,"MINERAL WELLS COMPOSITE SQUADRON","COMPOSITE","01/01/1900","ACTIVE","UNIT","wrightjm2","06/11/2012","converted","10/29/1998","03/15/2010","Meetings are held at the Texas National Guard Armory in Weatherford, Texas.  The armory is at 716 Charles Street."
351,"SWR","TX","196",2238,"MIDLAND COMPOSITE SQDN","COMPOSITE","01/01/1900","ACTIVE","UNIT","thomasbr3","01/07/2006","converted","10/29/1998","02/23/2004","Cadets meet every Monday at 1900.  Seniors meet first and third Mondays at 1900."
352,"NCR","NE","073",83,"SANDHILLS COMPOSITE SQDN","COMPOSITE","01/01/1900","ACTIVE","UNIT","ddaniel","09/08/1999","converted","10/29/1998","02/23/2004",""
354,"MER","NC","019",1610,"ASHEVILLE COMPOSITE SQDN","COMPOSITE","01/01/1900","ACTIVE","UNIT","jonesgd","01/05/2001","converted","10/29/1998","02/23/2004","Please see our web page for much more information.        "
355,"NER","NJ","058",91,"LONE EAGLE COMPOSITE SQDN","COMPOSITE","01/01/1900","ACTIVE","UNIT","jonesgd","01/08/2001","converted","10/29/1998","02/23/2004","Opening Formation - 1900z   /    Closing Formation 2110z"
357,"SWR","AR","042",1042,"42ND COMPOSITE SQUADRON (LITTLE ROCK)","COMPOSITE","01/01/1900","ACTIVE","UNIT","jwright","03/29/2002","converted","10/29/1998","02/23/2004","Cadets meet every Tues. 1830 hrsSeniors Meet 2nd and 4th Tues at 1830 hrs"
359,"GLR","OH","001",177,"OHIO WING HQ - CIVIL AIR PATROL","WING","01/01/1900","ACTIVE","WING","fculberson","07/22/1999","converted","10/29/1998","02/23/2004",""
362,"SWR","TX","001",1343,"TEXAS WING HQ","WING","01/01/1900","ACTIVE","WING","converted","06/03/1997","converted","10/29/1998","02/23/2004",""
365,"NER","NY","156",691,"MOHAWK GRIFFISS SENIOR SQDN","SENIOR","01/01/1900","ACTIVE","UNIT","granvilleaw","07/17/2002","converted","10/29/1998","02/23/2004",""
368,"PCR","CA","999",188,"CALIFORNIA LEGISLATIVE SQ","SENIOR","01/01/1900","ACTIVE","UNIT","ddaniel","09/08/1999","converted","10/29/1998","02/23/2004",""
372,"SWR","TX","386",2537,"VICTORIA COMPOSITE SQDN","COMPOSITE","01/01/1900","ACTIVE","UNIT","greenjl5","06/02/2011","converted","10/29/1998","02/23/2004","SQN CC Capt Robert Curtis - 361-550-2044, SQN DCC-Cadets Lt Philip Stout 361-574-9838, AEO Maj Steve Hill, SQN DCC-Seniors Maj Jay Walthall - 361-550-0238"
383,"NCR","NE","056",83,"PINE RIDGE COMPOSITE SQDN","COMPOSITE","01/01/1900","ACTIVE","UNIT","ddaniel","09/08/1999","converted","10/29/1998","02/23/2004","Meeting at Chadron Airport CAP Office every forth Saturday from 0900 to 1500Meeting at Chadron Airport CAP Office every first Thrusday from 1900 to 2200"
